,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
871,968948922084936569,https://www.airbnb.com/rooms/968948922084936569,20250625193454,2025-06-26,city scrape,Cambridgeport 3rd Floor Nice 2-room studio,"Cambridge Prime Location, 8 min walk to Central Sq subway, near Charles River, MIT, Harvard, BU, quiet residential area. Easy access to Central, Kendall Squares, Whole Foods, Trader Joe's. Walking-Biking paths along the Charles River and BU Bridge to Boston. Central efficient AC/heating. Hardwood floors, laundries. 2-room beautiful accessory apartment with a kitchenette inside (sink, fridge, microwave, kettle). Private Bathroom with a shower.  Starting package of bath essentials",,https://a0.muscache.com/pictures/9073fb55-ddae-4396-832b-748776de0cdd.jpg,394741679,https://www.airbnb.com/users/show/394741679,Olena,2021-03-29,,,within a few hours,96%,69%,f,https://a0.muscache.com/im/pictures/user/b1b3c1fe-c29e-4122-93bc-a06376e1ae82.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b1b3c1fe-c29e-4122-93bc-a06376e1ae82.jpg?aki_policy=profile_x_medium,Tufts,48.0,64.0,"['email', 'phone']",t,t,,Cambridgeport,,42.36051,-71.10563,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Baking sheet"", ""Heating"", ""Luggage dropoff allowed"", ""Iron"", ""Washer"", ""Clothing storage"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Shampoo"", ""Oven"", ""Mosquito net"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Freezer"", ""Hangers"", ""Ceiling fan"", ""Free parking on premises"", ""Mini fridge"", ""Hot water kettle"", ""Cooking basics"", ""Stove"", ""Dryer"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Long term stays allowed"", ""Wifi""]",$92.00,30,365,4.0,30.0,365.0,365.0,29.1,365.0,,t,0,0,8,195,2025-06-26,6,5,0,19,5,255,23460.0,2024-03-03,2025-01-04,4.83,4.83,4.33,4.83,4.83,5.0,4.33,,f,16,4,12,0,0.37
873,978531791490499471,https://www.airbnb.com/rooms/978531791490499471,20250625193454,2025-06-26,city scrape,Art boutique 2BR apt “White Heron” in Cambridge,"The two-bedroom apartment in Cambridge. 10-15 minutes to MIT by walk and 10 minutes to Harvard by public transport. No parking, but there are couple parking garages nearby.<br />The entire apartment. It's third floor, no elevator. The kitchen with all stuff, which you need in cooking, induction stove, tableware and dishes. The both bedrooms with queen size beds, storage for clothes and work spaces with computer tables and chairs. The bathroom with shower and tube.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTc4NTMxNzkxNDkwNDk5NDcx/original/5b8ec059-0337-47e9-9163-6aea904150a0.jpeg,492835190,https://www.airbnb.com/users/show/492835190,Ivan,2022-12-26,,,within an hour,90%,99%,f,https://a0.muscache.com/im/pictures/user/1e0bc1f8-f7d1-490b-b42e-8a4db52bb773.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1e0bc1f8-f7d1-490b-b42e-8a4db52bb773.jpg?aki_policy=profile_x_medium,Cambridgeport,16.0,16.0,"['email', 'phone']",t,t,,East Cambridge,,42.37282831209165,-71.08630425361574,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Coffee maker"", ""Conditioner"", ""Dishwasher"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Central heating"", ""Self check-in"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Freezer"", ""Lockbox"", ""Hangers"", ""Induction stove"", ""Hot water kettle"", ""Cooking basics"", ""Clothing storage: walk-in closet"", ""Toaster"", ""Bathtub"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",$144.00,30,365,5.0,30.0,1125.0,1125.0,27.9,1125.0,,t,0,11,17,17,2025-06-26,17,3,0,17,11,180,25920.0,2023-11-01,2025-04-29,4.41,4.53,4.53,4.94,4.88,4.53,4.29,,t,7,7,0,0,0.84
878,982717638805134477,https://www.airbnb.com/rooms/982717638805134477,20250625193454,2025-06-27,city scrape,Central Square Upscale Penthouse near MIT/Harvard,"Our 1 Bedroom | 1 Bathroom Luxurious apartment is located in Central Cambridge Kendall Square, one of the most exciting places to live, work, shop & play in the Boston/Cambridge area. At this community, there is an array of amenities such as a mezzanine terrace with a garden, fitness center, business center and more. <br /><br />**Ask us about our unbeatable monthly rates!**","Located in Cambridge, MA, Kendall/Central Square is an internationally recognized innovation district that is propelled by the synergies of imagination and ingenuity. Join us as we continue to collaborate and problem solve by leveraging the best of what our innovation community has to offer.",https://a0.muscache.com/pictures/miso/Hosting-982717638805134477/original/0107cad6-d4d9-4787-b468-60335e7cc03c.jpeg,463475392,https://www.airbnb.com/users/show/463475392,Haroldo,2022-06-09,"Michigan Center, MI","Business and Hospital Stays: Mass Living By: Jonah Magno.

Mass Living is a premier property management company specializing in luxury furnished apartments in MA, USA, with a strong focus on the region’s most sought-after neighborhoods—including Boston’s Back-Bay and Chinatown, and Cambridge’s Kendall and Central Squares.

We provide a seamless, high-end living experience tailored for discerning renters, corporate clients, and short-term guests.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User/original/ae7bad4b-e256-4158-9150-7d4f4d39968e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/ae7bad4b-e256-4158-9150-7d4f4d39968e.jpeg?aki_policy=profile_x_medium,Chinatown,38.0,45.0,"['email', 'phone']",t,t,Neighborhood highlights,The Port,,42.3637296,-71.10043139999999,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,4.0,"[""Central air conditioning"", ""Heating"", ""Conditioner"", ""Dishwasher"", ""Outdoor playground"", ""Ethernet connection"", ""Refrigerator"", ""Dishes and silverware"", ""Fire extinguisher"", ""Board games"", ""Oven"", ""Smoke alarm"", ""Hot water kettle"", ""Cooking basics"", ""Bathtub"", ""Shower gel"", ""Dining table"", ""Kitchen"", ""Wifi"", ""Trash compactor"", ""Children\u2019s dinnerware"", ""Books and reading material"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Babysitter recommendations"", ""Hair dryer"", ""Pets allowed"", ""Shared backyard \u2013 Fully fenced"", ""Self check-in"", ""BBQ grill"", ""Lake access"", ""Free washer \u2013 In unit"", ""Freezer"", ""Shared gym in building"", ""Cleaning available during stay"", ""Cleaning products"", ""Carbon monoxide alarm"", ""TV"", ""Wine glasses"", ""First aid kit"", ""Iron"", ""Shared hot tub"", ""High chair"", ""Room-darkening shades"", ""Free street parking"", ""Shampoo"", ""Children\u2019s books and toys"", ""Extra pillows and blankets"", ""Essentials"", ""Body soap"", ""Hot water"", ""Drying rack for clothing"", ""Free parking garage on premises"", ""Hangers"", ""Mini fridge"", ""Barbecue utensils"", ""Crib"", ""Bed linens"", ""Baby bath"", ""Game console"", ""Keypad"", ""Long term stays allowed"", ""Arcade games"", ""Paid parking lot off premises"", ""Paid parking lot on premises \u2013 1 space"", ""Coffee"", ""Children\u2019s bikes"", ""Clothing storage"", ""Elevator"", ""Exercise equipment"", ""Pack \u2019n play/Travel crib"", ""Children's playroom"", ""Bidet"", ""Baby monitor"", ""Microwave"", ""Changing table"", ""Outdoor dining area"", ""Dedicated workspace"", ""EV charger"", ""Bosch stainless steel electric stove""]",$383.00,2,90,1.0,3.0,90.0,1125.0,2.1,1105.2,,t,6,29,59,179,2025-06-27,38,23,0,157,27,138,52854.0,2023-10-16,2025-05-26,4.87,4.84,4.92,4.71,4.87,4.82,4.68,STR-182644,t,30,30,0,0,1.84
879,983442537658105697,https://www.airbnb.com/rooms/983442537658105697,20250625193454,2025-06-27,city scrape,Private bedroom walking distance to Porter SQ r1,"Very close to Porter Square ,Cambridge. <br />This is a room in 5 bedroom 1 bathroom unit. <br />Mostly long term guests will be allowed to book due to bathroom limitations.<br />Unit has good size of kitchen. There is microwave & oven. No dishwasher unfortunatelly.<br />Laundry is in the basement. Limited paid parking on a first come first serve basis. Please reach out to see if I have available parking space.",,https://a0.muscache.com/pictures/miso/Hosting-983442537658105697/original/922a856c-fb52-4bda-a384-27871023c5ee.jpeg,488388831,https://www.airbnb.com/users/show/488388831,Kaan,2022-11-19,,,within an hour,98%,100%,f,https://a0.muscache.com/im/pictures/user/365eff18-25f1-4393-bccc-b88d27d624fa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/365eff18-25f1-4393-bccc-b88d27d624fa.jpg?aki_policy=profile_x_medium,Neighborhood Nine,11.0,11.0,"['email', 'phone']",t,t,,Neighborhood Nine,,42.38802976676119,-71.12027366368875,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Paid washer \u2013 In building"", ""Luggage dropoff allowed"", ""Conditioner"", ""Iron"", ""Clothing storage: closet"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Freezer"", ""Paid parking on premises \u2013 2 spaces"", ""Kitchen"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Window AC unit"", ""Lock on bedroom door"", ""Bathtub"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Central heating"", ""Long term stays allowed"", ""Wifi""]",$80.00,30,365,1.0,30.0,365.0,365.0,21.3,365.0,,t,1,23,53,241,2025-06-27,50,29,3,151,27,255,20400.0,2023-10-02,2025-06-22,4.72,4.78,4.68,4.8,4.76,4.9,4.7,,t,10,0,10,0,2.36
880,983497357043285481,https://www.airbnb.com/rooms/983497357043285481,20250625193454,2025-06-25,city scrape,Porter SQ walking distance private bedroom r2,"Very close to Porter Square ,Cambridge. <br />This is a room in 5 bedroom 1 bathroom unit. <br />Mostly long term guests will be allowed to book due to bathroom limitations.<br />Unit has good size of kitchen. There is microwave & oven. No dishwasher unfortunatelly.<br />Laundry is in the basement. Limited paid parking on a first come first serve basis. Please reach out to see if I have available parking space.",,https://a0.muscache.com/pictures/miso/Hosting-983497357043285481/original/f433b404-dada-4503-b602-17c26abcc198.jpeg,488388831,https://www.airbnb.com/users/show/488388831,Kaan,2022-11-19,,,within an hour,98%,100%,f,https://a0.muscache.com/im/pictures/user/365eff18-25f1-4393-bccc-b88d27d624fa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/365eff18-25f1-4393-bccc-b88d27d624fa.jpg?aki_policy=profile_x_medium,Neighborhood Nine,11.0,11.0,"['email', 'phone']",t,t,,Neighborhood Nine,,42.38795348088281,-71.12012637174917,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Paid washer \u2013 In building"", ""Luggage dropoff allowed"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Central heating"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Hot water"", ""Microwave"", ""Paid parking on premises \u2013 2 spaces"", ""Hangers"", ""Cooking basics"", ""Window AC unit"", ""Lock on bedroom door"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Kitchen"", ""Long term stays allowed"", ""Wifi""]",$89.00,30,365,1.0,30.0,365.0,365.0,21.1,365.0,,t,5,34,64,253,2025-06-25,50,43,7,164,28,255,22695.0,2024-04-06,2025-06-19,4.64,4.7,4.6,4.82,4.7,4.86,4.68,,t,10,0,10,0,3.36
881,983506848306117725,https://www.airbnb.com/rooms/983506848306117725,20250625193454,2025-06-26,city scrape,Walking distance to Porter SQ  private bedroom r4,"Very close to Porter Square ,Cambridge. <br />This is a room in 5 bedroom 1 bathroom unit. <br />Mostly long term guests will be allowed to book due to bathroom limitations.<br />Unit has good size of kitchen. There is microwave & oven. No dishwasher unfortunatelly.<br />Laundry is in the basement. Limited paid parking on a first come first serve basis. Please reach out to see if I have available parking space.",,https://a0.muscache.com/pictures/miso/Hosting-983506848306117725/original/ac54f5fd-cecf-4da8-897f-d1ade90b2267.jpeg,488388831,https://www.airbnb.com/users/show/488388831,Kaan,2022-11-19,,,within an hour,98%,100%,f,https://a0.muscache.com/im/pictures/user/365eff18-25f1-4393-bccc-b88d27d624fa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/365eff18-25f1-4393-bccc-b88d27d624fa.jpg?aki_policy=profile_x_medium,Neighborhood Nine,11.0,11.0,"['email', 'phone']",t,t,,North Cambridge,,42.38923,-71.11931,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Paid washer \u2013 In building"", ""Dishwasher"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Central heating"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Hot water"", ""Microwave"", ""Paid parking on premises \u2013 2 spaces"", ""Hangers"", ""Cooking basics"", ""Window AC unit"", ""Lock on bedroom door"", ""Stove"", ""Bed linens"", ""Dedicated workspace"", ""Kitchen"", ""Wifi""]",$75.00,30,365,1.0,30.0,365.0,365.0,21.1,365.0,,t,4,34,64,339,2025-06-26,56,35,2,163,35,255,19125.0,2023-09-30,2025-06-04,4.71,4.84,4.7,4.84,4.71,4.88,4.5,,t,10,0,10,0,2.64
882,983517650216311396,https://www.airbnb.com/rooms/983517650216311396,20250625193454,2025-06-26,city scrape,Private bedroom next to Porter SQ station r5,"Very close to Porter Square ,Cambridge. <br />This is a room in 5 bedroom 1 bathroom unit. <br />Mostly long term guests will be allowed to book due to bathroom limitations.<br />Unit has good size of kitchen. There is microwave & oven. No dishwasher unfortunatelly.<br />Laundry is in the basement. Limited paid parking on a first come first serve basis. Please reach out to see if I have available parking space.",,https://a0.muscache.com/pictures/miso/Hosting-983517650216311396/original/2cfa529f-761a-422f-bb26-a61aa18900ee.jpeg,488388831,https://www.airbnb.com/users/show/488388831,Kaan,2022-11-19,,,within an hour,98%,100%,f,https://a0.muscache.com/im/pictures/user/365eff18-25f1-4393-bccc-b88d27d624fa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/365eff18-25f1-4393-bccc-b88d27d624fa.jpg?aki_policy=profile_x_medium,Neighborhood Nine,11.0,11.0,"['email', 'phone']",t,t,,North Cambridge,,42.389269267757,-71.11974115925544,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Paid washer \u2013 In building"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Central heating"", ""Shampoo"", ""Oven"", ""Extra pillows and blankets"", ""Paid dryer \u2013 In building"", ""Essentials"", ""Hot water"", ""Microwave"", ""Paid parking on premises \u2013 2 spaces"", ""Hangers"", ""Cooking basics"", ""Window AC unit"", ""Lock on bedroom door"", ""Stove"", ""Bed linens"", ""Dedicated workspace"", ""Kitchen"", ""Wifi""]",$73.00,30,365,1.0,30.0,365.0,365.0,21.0,365.0,,t,21,51,81,270,2025-06-26,49,31,6,180,26,255,18615.0,2023-10-15,2025-06-20,4.69,4.69,4.69,4.88,4.82,4.9,4.67,,t,10,0,10,0,2.37
883,984480567703925084,https://www.airbnb.com/rooms/984480567703925084,20250625193454,2025-06-26,city scrape,City Dreams are made here! Close to Faneuil Hall,"You’ll be at the heart of Cambridge with stunning Charles River vistas, immersed in culture with MIT and Harvard nearby, steps from Inman Square’s shops, and a short walk to Faneuil Hall and Boston's top attractions.","Museum of Science, Boston - 0.2 miles; <br />Boston Common & Public Garden, Boston - 0.9 miles; <br />Boston Children's Museum, Boston - 1 miles; <br />Bunker Hill Monument & Museum, Charlestown - 1 miles; <br />Old North Church, Boston - 1 miles; <br />USS Constitution Museum, Charlestown - 1 miles; <br />Boston Public Library, Boston - 1 miles; <br />Boston Symphony Hall, Boston - 1 miles; <br />LEGOLAND Discovery Center Boston, Somerville - 1 miles; <br />Fogg Art Museum, Cambridge - 2 miles; <br />Museum of Fine Arts, Boston - 2 miles; <br />Harvard University, Cambridge - 2 miles; <br />Tufts University, Boston - 3 miles; <br />Zoo New England, Stoneham - 6 miles; <br />Lexington National Historical Site, Lexington - 7 miles; <br />Adams National Historical Park, Quincy - 8 miles; <br />Buckman Revolutionary War Tavern, Lexington - 9 miles; <br />Logan International Airport (BOS), Boston - 2 miles.",https://a0.muscache.com/pictures/prohost-api/Hosting-984480567703925084/original/a23d8ec5-c693-4523-86b7-5c7146b03cd6.jpeg,501999514,https://www.airbnb.com/users/show/501999514,RoomPicks,2023-02-20,,,within an hour,100%,96%,f,https://a0.muscache.com/im/pictures/user/b3450012-4b09-455a-a3e2-88f517994f55.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b3450012-4b09-455a-a3e2-88f517994f55.jpg?aki_policy=profile_x_medium,Central Business District,2864.0,4721.0,"['email', 'phone']",t,t,Neighborhood highlights,East Cambridge,,42.36671,-71.07489,Room in hotel,Hotel room,2,1.0,1 bath,1.0,1.0,"[""Heating"", ""Coffee maker"", ""First aid kit"", ""Iron"", ""Refrigerator"", ""Hair dryer"", ""Fire extinguisher"", ""Gym"", ""Pets allowed"", ""Self check-in"", ""Shampoo"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Microwave"", ""Pool"", ""Patio or balcony"", ""Hangers"", ""Paid parking on premises"", ""Bed linens"", ""Dedicated workspace"", ""Building staff"", ""Air conditioning"", ""Carbon monoxide alarm"", ""TV"", ""Wifi""]",$496.00,1,1125,1.0,3.0,1.0,1125.0,1.2,782.9,,t,23,53,83,271,2025-06-26,0,0,0,179,0,0,0.0,,,,,,,,,,C0015760490,t,1,0,0,0,
893,994346837966557081,https://www.airbnb.com/rooms/994346837966557081,20250625193454,2025-06-26,city scrape,Central Square 2BR Condo near Harvard  & MIT Spaci,"This special place is close to everything, making it easy to plan your visit our 2 Bedroom | 2Bathroom Luxurious apartment is located in Central Cambridge Kendall Square, one of the most exciting places to live, work, shop & play in the Boston/Cambridge area. At this community, there is an array of amenities such as a mezzanine terrace with a garden, fitness center, business center and more. <br /><br />**Ask us about our unbeatable monthly rates!**.","Located in Cambridge, MA, Kendall Square is an internationally recognized innovation district that is propelled by the synergies of imagination and ingenuity. Join us as we continue to collaborate and problem solve by leveraging the best of what our innovation community has to offer.",https://a0.muscache.com/pictures/miso/Hosting-994346837966557081/original/20f017ca-71f6-4d02-a9a3-cacc8d96da60.jpeg,463475392,https://www.airbnb.com/users/show/463475392,Haroldo,2022-06-09,"Michigan Center, MI","Business and Hospital Stays: Mass Living By: Jonah Magno.

Mass Living is a premier property management company specializing in luxury furnished apartments in MA, USA, with a strong focus on the region’s most sought-after neighborhoods—including Boston’s Back-Bay and Chinatown, and Cambridge’s Kendall and Central Squares.

We provide a seamless, high-end living experience tailored for discerning renters, corporate clients, and short-term guests.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User/original/ae7bad4b-e256-4158-9150-7d4f4d39968e.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/ae7bad4b-e256-4158-9150-7d4f4d39968e.jpeg?aki_policy=profile_x_medium,Chinatown,38.0,45.0,"['email', 'phone']",t,t,Neighborhood highlights,The Port,,42.3638649,-71.10042729999999,Entire rental unit,Entire home/apt,7,2.0,2 baths,2.0,6.0,"[""Central air conditioning"", ""Conditioner"", ""Dishwasher"", ""Private hot tub"", ""Outdoor playground"", ""Ethernet connection"", ""Dishes and silverware"", ""Fire extinguisher"", ""Rice maker"", ""Board games"", ""Smoke alarm"", ""Pool table"", ""Hot water kettle"", ""Cooking basics"", ""Bathtub"", ""Outdoor furniture"", ""Single level home"", ""Shower gel"", ""Dining table"", ""Bosch refrigerator"", ""Kitchen"", ""Wifi"", ""Trash compactor"", ""Children\u2019s dinnerware"", ""Books and reading material"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Coffee maker: Keurig coffee machine"", ""Babysitter recommendations"", ""Fireplace guards"", ""Hair dryer"", ""Pets allowed"", ""Shared backyard \u2013 Fully fenced"", ""Self check-in"", ""BBQ grill"", ""Lake access"", ""Free washer \u2013 In unit"", ""Freezer"", ""Bosch stainless steel single oven"", ""Shared gym in building"", ""Outdoor kitchen with sink, oven"", ""Cleaning available during stay"", ""Cleaning products"", ""Carbon monoxide alarm"", ""TV"", ""Wine glasses"", ""First aid kit"", ""Iron"", ""High chair"", ""Room-darkening shades"", ""Free street parking"", ""Shampoo"", ""Children\u2019s books and toys"", ""Bread maker"", ""Extra pillows and blankets"", ""Essentials"", ""Body soap"", ""Hot water"", ""Drying rack for clothing"", ""Free parking garage on premises"", ""Hangers"", ""Mini fridge"", ""Paid parking on premises"", ""Barbecue utensils"", ""Crib"", ""Bed linens"", ""Baby bath"", ""Game console"", ""Central heating"", ""Keypad"", ""Long term stays allowed"", ""Arcade games"", ""Paid parking lot off premises"", ""Coffee"", ""Children\u2019s bikes"", ""Clothing storage"", ""Elevator"", ""Exercise equipment"", ""Pack \u2019n play/Travel crib"", ""Children's playroom"", ""Bidet"", ""Baby monitor"", ""Microwave"", ""Changing table"", ""Outdoor dining area"", ""Dedicated workspace"", ""EV charger"", ""Bosch stainless steel electric stove""]",$413.00,2,90,1.0,3.0,1125.0,1125.0,2.1,1125.0,,t,20,39,69,189,2025-06-26,53,38,2,168,37,228,94164.0,2023-10-16,2025-06-12,4.89,4.87,4.92,4.87,4.81,4.98,4.7,,t,30,30,0,0,2.56
896,997954613460342931,https://www.airbnb.com/rooms/997954613460342931,20250625193454,2025-06-27,city scrape,"Double the comfort, zero cleaning fee","Welcome to Courtyard Boston Cambridge Hotel!  <br /> <br />ENRICH YOUR NEW ENGLAND EXPERIENCE AT OUR CAMBRIDGE HOTEL <br /> <br />Alongside the Charles River, Courtyard Boston Cambridge is surrounded by New England charm and located near local destinations such as the Public Garden, Central Square, Faneuil Hall Marketplace, Museum of Science, Kenmore Square and Fenway Park. Dazzle your days touring the historic campuses of Boston University, MIT and Harvard University, or spend an afternoon filling your shopping ba",▶  What’s around <br />In Cambridgeport <br />● Boston University - 16 min walk <br />● Harvard University - 24 min walk <br />● Harvard Square - 24 min walk <br />● Massachusetts Institute of Technology (MIT) - 28 min walk <br />● Fenway Park - 30 min walk,https://a0.muscache.com/pictures/prohost-api/Hosting-997954613460342931/original/078b50d9-ee7c-4cc4-b07a-1a5eadf216d3.png,413229641,https://www.airbnb.com/users/show/413229641,Courtyard Boston,2021-07-15,"Cambridge, MA",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/6d2652dd-d2af-4297-8b9a-d9a324629c7c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6d2652dd-d2af-4297-8b9a-d9a324629c7c.jpg?aki_policy=profile_x_medium,Cambridgeport,2.0,4.0,"['email', 'phone']",t,t,Neighborhood highlights,Cambridgeport,,42.35770279862983,-71.11587283329197,Room in hotel,Private room,4,1.0,1 private bath,1.0,2.0,"[""Heating"", ""Coffee maker"", ""Safe"", ""Host greets you"", ""Iron"", ""Washer"", ""Elevator"", ""Refrigerator"", ""Hair dryer"", ""Gym"", ""Shampoo"", ""Private entrance"", ""Smoke alarm"", ""Hangers"", ""Dryer"", ""TV with standard cable"", ""Bed linens"", ""Dedicated workspace"", ""Paid parking off premises"", ""Air conditioning"", ""Long term stays allowed"", ""Wifi""]",$142.00,1,365,1.0,1.0,365.0,365.0,1.0,365.0,,t,10,25,46,144,2025-06-27,70,48,2,144,48,255,36210.0,2023-11-12,2025-06-04,4.7,4.69,4.79,4.83,4.83,4.81,4.66,,t,2,0,2,0,3.54
